"Number pokemon 1","Attack pokemon 1","Defense pokemon 1","Generation pokemon 1","HP pokemon 1","Legendary pokemon 1","Name pokemon 1","Sp. Atk pokemon 1","Sp. Def pokemon 1","Speed pokemon 1","Type 1 pokemon 1","Type 2 pokemon 1","Number pokemon 2","Winning pokemon"
120,85,95,1,80,False,Rhyhorn,30,30,25,Ground,Rock,67,67
738,38,39,6,44,False,Flabébé,61,79,42,Fairy,,610,610
68,95,95,1,90,False,Poliwrath,70,90,70,Water,Fighting,397,397
540,125,70,4,75,True,Azelf,125,70,115,Psychic,,714,540
184,90,80,2,85,False,Crobat,70,80,130,Poison,Flying,197,184
577,25,45,5,76,False,Munna,67,55,24,Psychic,,58,58
750,110,150,6,59,False,Doublade,45,49,35,Steel,Ghost,29,29
391,68,83,3,99,False,Tropius,72,87,51,Grass,Flying,640,391
211,85,85,2,95,False,Quagsire,65,65,35,Water,Ground,737,211
462,94,50,4,70,False,Mothim,94,50,66,Bug,Flying,694,694
337,100,85,3,60,False,"Mega Medicham",80,85,100,Fighting,Psychic,147,147
459,59,85,4,60,False,"Wormadam Plant Cloak",79,105,36,Bug,Grass,644,644
615,90,45,5,70,False,Darumaka,15,45,50,Fire,,652,615
786,85,122,6,55,False,"Gourgeist Small Size",58,75,99,Ghost,Grass,180,786
247,60,30,2,45,False,Houndour,80,50,65,Dark,Fire,594,594
536,65,107,4,50,False,"Fan Rotom",105,107,86,Electric,Flying,720,536
729,56,77,6,85,False,Diggersby,50,77,78,Normal,Ground,586,586
715,72,90,5,91,False,"Keldeo Resolute Forme",129,90,108,Water,Fighting,80,715
516,140,130,4,115,False,Rhyperior,55,55,40,Ground,Rock,740,516
440,66,68,4,64,False,Prinplup,81,76,50,Water,,525,525
174,80,80,2,65,False,Croconaw,59,63,58,Water,,410,410
634,50,40,5,55,False,Minccino,40,40,75,Normal,,424,424
252,120,120,2,90,False,Donphan,60,60,50,Ground,,797,797
317,90,45,3,1,False,Shedinja,30,30,40,Bug,Ghost,294,317
463,30,42,4,30,False,Combee,30,42,70,Bug,Flying,790,790
770,77,72,6,123,False,Aurorus,99,92,58,Rock,Ice,7,7
110,50,70,1,60,False,Electrode,80,80,140,Electric,,783,110
454,125,40,4,67,False,Cranidos,30,30,58,Rock,,469,469
241,55,85,2,55,False,Corsola,65,85,35,Water,Rock,731,241
688,110,95,5,95,False,Bouffalant,40,95,55,Normal,,190,688
271,130,90,2,106,True,Ho-oh,110,154,90,Fire,Flying,21,271
738,38,39,6,44,False,Flabébé,61,79,42,Fairy,,789,738
476,76,84,4,65,False,Lopunny,54,96,105,Normal,,223,476
574,98,63,5,75,False,Simisear,98,63,101,Fire,,283,574
621,75,70,5,50,False,Scraggy,35,70,48,Dark,Fighting,551,551
723,59,58,6,59,False,Braixen,90,70,73,Fire,,617,723
1,49,49,1,45,False,Bulbasaur,65,65,45,Grass,Poison,679,679
595,140,95,5,105,False,Conkeldurr,55,65,45,Fighting,,131,595
433,68,64,4,55,False,Turtwig,45,55,31,Grass,,339,339
247,60,30,2,45,False,Houndour,80,50,65,Dark,Fire,452,247
19,90,40,1,65,False,Beedrill,45,80,75,Bug,Poison,709,709
410,145,130,3,95,False,"Mega Salamence",120,90,120,Dragon,Flying,278,410
103,65,80,1,60,False,"Mega Gengar",170,95,130,Ghost,Poison,142,103
37,92,87,1,90,False,Nidoqueen,75,85,76,Poison,Ground,337,337
453,70,65,4,60,False,Roserade,125,105,90,Grass,Poison,29,453
73,80,50,1,70,False,Machop,35,35,35,Fighting,,113,113
374,80,65,3,43,False,Corphish,50,35,35,Water,,87,374
634,50,40,5,55,False,Minccino,40,40,75,Normal,,784,784
681,85,50,5,45,False,Mienfoo,55,50,65,Fighting,,790,681
181,35,50,2,55,False,Ledian,55,110,85,Bug,Flying,765,181
584,75,85,5,55,False,Roggenrola,25,25,15,Rock,,498,498
586,135,130,5,85,False,Gigalith,60,80,25,Rock,,590,590
732,81,71,6,78,False,Talonflame,74,69,126,Fire,Flying,1,732
478,60,60,4,60,False,Mismagius,105,105,105,Ghost,,524,478
734,22,60,6,45,False,Spewpa,27,30,29,Bug,,19,19
634,50,40,5,55,False,Minccino,40,40,75,Normal,,348,634
567,80,65,5,65,False,Herdier,35,65,60,Normal,,755,567
354,100,70,3,70,False,Camerupt,105,75,40,Fire,Ground,82,354
417,75,150,3,80,True,Registeel,75,150,50,Steel,,783,417
420,90,80,3,80,True,Latios,130,110,110,Dragon,Psychic,85,420
610,60,75,5,70,False,Lilligant,110,75,90,Grass,,215,610
350,140,70,3,70,False,"Mega Sharpedo",110,65,105,Water,Dark,160,350
122,5,5,1,250,False,Chansey,35,105,50,Normal,,588,588
159,100,90,1,90,True,Moltres,125,85,90,Fire,Flying,77,159
398,120,80,3,80,False,"Mega Glalie",120,80,100,Ice,,598,398
300,55,30,3,40,False,Taillow,30,30,85,Normal,Flying,704,704
508,69,76,4,69,False,Lumineon,69,86,91,Water,,293,508
763,53,62,6,50,False,Clauncher,58,63,44,Water,,685,685
428,100,100,3,100,True,Jirachi,100,100,100,Steel,Psychic,203,428
509,20,50,4,45,False,Mantyke,60,120,50,Water,Flying,199,509
106,73,70,1,85,False,Hypno,73,115,67,Psychic,,592,106
550,90,90,4,70,True,Darkrai,135,90,125,Dark,,394,550
310,40,60,3,60,False,Shroomish,40,60,35,Grass,,48,48
80,70,65,1,80,False,Tentacruel,80,120,100,Water,Poison,314,314
463,30,42,4,30,False,Combee,30,42,70,Bug,Flying,203,463
484,93,67,4,103,False,Skuntank,71,61,84,Poison,Dark,9,9
700,90,129,5,91,True,Cobalion,90,72,108,Steel,Fighting,49,700
437,78,52,4,64,False,Monferno,78,52,81,Fire,Fighting,533,533
73,80,50,1,70,False,Machop,35,35,35,Fighting,,485,73
627,108,133,5,74,False,Carracosta,83,65,32,Water,Rock,314,314
216,60,60,2,60,False,Misdreavus,85,85,85,Ghost,,657,216
126,40,70,1,30,False,Horsea,70,25,60,Water,,617,126
632,65,40,5,40,False,Zorua,80,40,65,Dark,,707,707
692,65,105,5,110,False,Mandibuzz,55,95,80,Dark,Flying,331,692
11,63,80,1,59,False,Wartortle,65,80,58,Water,,309,309
483,63,47,4,63,False,Stunky,41,41,74,Poison,Dark,22,483
665,85,70,5,65,False,Eelektrik,75,70,40,Electric,,170,170
540,125,70,4,75,True,Azelf,125,70,115,Psychic,,337,540
39,72,57,1,61,False,Nidorino,55,55,65,Poison,,299,299
761,60,60,6,50,False,Skrelp,60,60,30,Poison,Water,762,762
441,86,88,4,84,False,Empoleon,111,101,60,Water,Steel,1,441
434,89,85,4,75,False,Grotle,55,65,36,Grass,,137,137
700,90,129,5,91,True,Cobalion,90,72,108,Steel,Fighting,433,700
52,70,55,1,35,False,Paras,45,55,25,Bug,Grass,379,379
158,90,85,1,90,True,Zapdos,125,90,100,Electric,Flying,171,158
769,59,50,6,77,False,Amaura,67,63,46,Rock,Ice,374,769
789,69,85,6,55,False,Bergmite,32,35,28,Ice,,690,690
393,130,60,3,65,False,Absol,75,60,75,Dark,,255,255
307,85,65,3,68,False,"Mega Gardevoir",165,135,100,Psychic,Fairy,741,307
528,165,95,4,68,False,"Mega Gallade",65,115,110,Psychic,Fighting,492,528
212,65,60,2,65,False,Espeon,130,95,110,Psychic,,24,24
99,95,180,1,50,False,Cloyster,85,45,70,Water,Ice,173,99
58,45,35,1,40,False,Meowth,40,40,90,Normal,,253,58
226,80,50,2,60,False,Snubbull,40,40,30,Fairy,,289,226
365,40,60,3,45,False,Swablu,40,75,50,Normal,Flying,609,365
409,135,80,3,95,False,Salamence,110,80,100,Dragon,Flying,532,409
647,60,50,5,60,False,Deerling,40,50,75,Normal,Grass,294,647
15,20,55,1,50,False,Metapod,25,25,30,Bug,,756,756
196,75,85,2,90,False,Ampharos,115,90,55,Electric,,774,196
265,75,115,2,100,True,Suicune,90,115,85,Water,,68,265
564,55,39,5,45,False,Patrat,35,39,42,Normal,,749,749
750,110,150,6,59,False,Doublade,45,49,35,Steel,Ghost,248,248
142,155,109,1,95,False,"Mega Gyarados",70,130,81,Water,Dark,107,142
427,180,100,3,105,True,"Mega Rayquaza",180,100,115,Dragon,Flying,404,427
454,125,40,4,67,False,Cranidos,30,30,58,Rock,,302,302
323,20,40,3,50,False,Azurill,20,40,20,Normal,Fairy,574,574
262,10,10,2,255,False,Blissey,75,135,55,Normal,,67,67
710,145,90,5,89,True,"Landorus Therian Forme",105,80,91,Ground,Flying,434,710
291,70,50,3,60,False,Beautifly,100,50,65,Bug,Flying,666,291
233,185,115,2,80,False,"Mega Heracross",40,105,75,Bug,Fighting,445,233
126,40,70,1,30,False,Horsea,70,25,60,Water,,494,494
252,120,120,2,90,False,Donphan,60,60,50,Ground,,108,108
69,20,15,1,25,False,Abra,105,55,90,Psychic,,212,212
120,85,95,1,80,False,Rhyhorn,30,30,25,Ground,Rock,342,120
224,85,200,2,75,False,Steelix,55,65,30,Steel,Ground,173,173
695,65,50,5,52,False,Deino,45,50,38,Dark,Dragon,94,94
672,87,60,5,46,False,Axew,30,40,57,Dragon,,355,672
409,135,80,3,95,False,Salamence,110,80,100,Dragon,Flying,254,409
195,55,55,2,70,False,Flaaffy,80,60,45,Electric,,607,607
528,165,95,4,68,False,"Mega Gallade",65,115,110,Psychic,Fighting,327,327
127,65,95,1,55,False,Seadra,95,45,85,Water,,81,127
698,85,55,5,55,False,Larvesta,50,55,60,Bug,Fire,336,336
422,100,90,3,100,True,Kyogre,150,140,90,Water,,705,705
432,95,90,3,50,True,"Deoxys Speed Forme",95,90,180,Psychic,,397,432
409,135,80,3,95,False,Salamence,110,80,100,Dragon,Flying,376,409
582,60,32,5,45,False,Blitzle,50,32,76,Electric,,424,424
521,76,86,4,86,False,Yanmega,116,56,95,Bug,Flying,268,521
304,25,25,3,28,False,Ralts,45,35,40,Psychic,Fairy,708,708
385,90,70,3,60,False,Kecleon,60,120,40,Normal,,492,492
560,123,65,5,110,False,Emboar,100,65,65,Fire,Fighting,70,560
545,100,120,4,150,True,"Giratina Altered Forme",100,120,90,Ghost,Dragon,149,149
68,95,95,1,90,False,Poliwrath,70,90,70,Water,Fighting,362,362
672,87,60,5,46,False,Axew,30,40,57,Dragon,,732,732
632,65,40,5,40,False,Zorua,80,40,65,Dark,,14,632
641,65,75,5,110,False,Reuniclus,125,85,30,Psychic,,341,341
365,40,60,3,45,False,Swablu,40,75,50,Normal,Flying,428,428
594,105,85,5,85,False,Gurdurr,40,50,40,Fighting,,425,425
764,73,88,6,71,False,Clawitzer,120,89,59,Water,,529,764
397,80,80,3,80,False,Glalie,80,80,80,Ice,,161,397
111,40,80,1,60,False,Exeggcute,60,45,40,Grass,Psychic,670,670
219,80,65,2,70,False,Girafarig,90,65,85,Normal,Psychic,738,219
408,95,100,3,65,False,Shelgon,60,50,50,Dragon,,647,647
516,140,130,4,115,False,Rhyperior,55,55,40,Ground,Rock,107,107
622,90,115,5,65,False,Scrafty,45,115,58,Dark,Fighting,736,736
212,65,60,2,65,False,Espeon,130,95,110,Psychic,,128,212
685,124,80,5,89,False,Golurk,55,80,55,Ground,Ghost,648,648
406,30,55,3,43,False,Luvdisc,40,65,97,Water,,420,420
501,112,118,4,108,False,Hippowdon,68,72,47,Ground,,689,689
533,65,107,4,50,False,"Heat Rotom",105,107,86,Electric,Fire,211,533
413,135,130,3,80,False,Metagross,95,90,70,Steel,Psychic,580,413
74,100,70,1,80,False,Machoke,50,60,45,Fighting,,277,277
460,79,105,4,60,False,"Wormadam Sandy Cloak",59,85,36,Bug,Ground,713,713
450,85,49,4,60,False,Luxio,60,49,60,Electric,,8,8
376,40,55,3,40,False,Baltoy,40,70,55,Ground,Psychic,196,196
292,35,55,3,50,False,Cascoon,25,25,15,Bug,,510,510
282,85,70,3,70,False,Marshtomp,60,70,50,Water,Ground,186,282
384,70,70,3,70,False,Castform,70,70,70,Normal,,699,699
295,50,50,3,60,False,Lombre,60,70,50,Water,Grass,741,741
346,43,53,3,70,False,Gulpin,43,53,40,Poison,,790,346
269,164,150,2,100,False,"Mega Tyranitar",95,120,71,Rock,Dark,187,269
45,45,20,1,115,False,Jigglypuff,45,25,20,Normal,Fairy,323,323
89,35,70,1,25,False,Magnemite,95,55,45,Electric,Steel,778,778
151,60,125,1,70,False,Omastar,115,70,55,Rock,Water,238,151
774,50,150,6,50,False,Carbink,50,150,50,Rock,Fairy,667,774
266,64,50,2,50,False,Larvitar,45,50,41,Rock,Ground,301,301
602,63,90,5,55,False,Swadloon,50,80,42,Bug,Grass,375,375
31,55,40,1,35,False,Pikachu,50,50,90,Electric,,490,490
92,85,45,1,35,False,Doduo,35,35,75,Normal,Flying,182,92
588,57,55,5,67,False,Swoobat,77,55,114,Psychic,Flying,390,588
476,76,84,4,65,False,Lopunny,54,96,105,Normal,,434,476
360,100,45,3,45,False,Trapinch,45,45,10,Ground,,426,426
101,50,45,1,45,False,Haunter,115,55,95,Ghost,Poison,21,21
267,84,70,2,70,False,Pupitar,65,70,51,Rock,Ground,182,267
245,40,70,2,65,False,Mantine,80,140,70,Water,Flying,72,72
10,48,65,1,44,False,Squirtle,50,64,43,Water,,17,17
110,50,70,1,60,False,Electrode,80,80,140,Electric,,425,425
244,55,45,2,45,False,Delibird,65,45,75,Ice,Flying,177,177
209,65,45,2,65,False,Yanma,75,45,95,Bug,Flying,465,465
778,80,91,6,57,False,Klefki,80,87,75,Steel,Fairy,760,778
192,50,45,2,40,False,Natu,70,45,70,Psychic,Flying,721,192
340,75,80,3,70,False,"Mega Manectric",135,80,135,Electric,,110,110
555,45,55,5,45,False,Snivy,45,55,63,Grass,,443,443
538,75,130,4,75,True,Uxie,75,130,95,Psychic,,82,538
123,55,115,1,65,False,Tangela,100,40,60,Grass,,434,123
597,65,55,5,75,False,Palpitoad,65,55,69,Water,Ground,627,597
409,135,80,3,95,False,Salamence,110,80,100,Dragon,Flying,56,409
458,29,45,4,40,False,Burmy,29,45,36,Bug,,301,301
65,110,80,1,90,False,Arcanine,100,80,95,Fire,,644,65
584,75,85,5,55,False,Roggenrola,25,25,15,Rock,,319,319
262,10,10,2,255,False,Blissey,75,135,55,Normal,,210,210
116,105,79,1,50,False,Hitmonchan,35,110,76,Fighting,,492,116
75,130,80,1,90,False,Machamp,65,85,55,Fighting,,480,480
38,57,40,1,46,False,Nidoran♂,40,40,50,Poison,,302,302
750,110,150,6,59,False,Doublade,45,49,35,Steel,Ghost,656,656
453,70,65,4,60,False,Roserade,125,105,90,Grass,Poison,174,453
375,120,85,3,63,False,Crawdaunt,90,55,55,Water,Dark,509,375
791,30,35,6,40,False,Noibat,45,40,55,Flying,Dragon,203,791
617,30,105,5,105,False,"Darmanitan Zen Mode",140,105,55,Fire,Psychic,266,617
480,55,42,4,49,False,Glameow,42,37,85,Normal,,541,541
425,180,160,3,100,True,"Primal Groudon",150,90,90,Ground,Fire,750,425
325,45,45,3,50,False,Skitty,35,35,50,Normal,,276,276
385,90,70,3,60,False,Kecleon,60,120,40,Normal,,157,157
331,70,100,3,50,False,Aron,40,40,30,Steel,Rock,648,648
566,60,45,5,45,False,Lillipup,25,45,55,Normal,,34,34
86,65,65,1,90,False,Slowpoke,40,40,15,Water,Psychic,502,502
214,85,42,2,60,False,Murkrow,85,42,91,Dark,Flying,435,214
551,100,100,4,100,True,"Shaymin Land Forme",100,100,100,Grass,,778,551
300,55,30,3,40,False,Taillow,30,30,85,Normal,Flying,354,300
438,104,71,4,76,False,Infernape,104,71,108,Fire,Fighting,630,438
209,65,45,2,65,False,Yanma,75,45,95,Bug,Flying,397,209
582,60,32,5,45,False,Blitzle,50,32,76,Electric,,666,582
52,70,55,1,35,False,Paras,45,55,25,Bug,Grass,780,780
492,70,45,4,58,False,Gible,40,45,42,Dragon,Ground,417,417
519,95,67,4,75,False,Magmortar,125,95,83,Fire,,581,581
11,63,80,1,59,False,Wartortle,65,80,58,Water,,771,771
725,56,40,6,41,False,Froakie,62,44,71,Water,,340,340
286,90,70,3,70,False,Mightyena,60,60,70,Dark,,313,313
79,40,35,1,40,False,Tentacool,50,100,70,Water,Poison,633,633
435,109,105,4,95,False,Torterra,75,85,56,Grass,Ground,83,435
565,85,69,5,60,False,Watchog,60,69,77,Normal,,55,55
313,80,80,3,80,False,Vigoroth,55,55,90,Normal,,754,313
247,60,30,2,45,False,Houndour,80,50,65,Dark,Fire,685,247
698,85,55,5,55,False,Larvesta,50,55,60,Bug,Fire,215,698
76,75,35,1,50,False,Bellsprout,70,30,40,Grass,Poison,567,567
451,120,79,4,80,False,Luxray,95,79,70,Electric,,21,451
132,45,65,1,40,False,"Mr. Mime",100,120,90,Psychic,Fairy,473,132
500,72,78,4,68,False,Hippopotas,38,42,32,Ground,,215,500
4,100,123,1,80,False,"Mega Venusaur",122,120,80,Grass,Poison,13,4
111,40,80,1,60,False,Exeggcute,60,45,40,Grass,Psychic,188,111
39,72,57,1,61,False,Nidorino,55,55,65,Poison,,519,519
129,92,65,1,80,False,Seaking,65,80,68,Water,,303,129
306,65,65,3,68,False,Gardevoir,125,115,80,Psychic,Fairy,39,306
752,50,150,6,60,False,"Aegislash Shield Forme",50,150,60,Steel,Ghost,595,595
699,60,65,5,85,False,Volcarona,135,105,100,Bug,Fire,458,699
708,150,120,5,100,True,Zekrom,120,100,90,Dragon,Electric,456,708
102,65,60,1,60,False,Gengar,130,75,110,Ghost,Poison,304,102
399,40,50,3,70,False,Spheal,55,50,25,Ice,Water,239,239
37,92,87,1,90,False,Nidoqueen,75,85,76,Poison,Ground,13,13
498,110,70,4,70,False,Lucario,115,70,90,Fighting,Steel,282,498
649,75,60,5,55,False,Emolga,75,60,103,Electric,Flying,489,649
535,65,107,4,50,False,"Frost Rotom",105,107,86,Electric,Ice,189,535
147,65,60,1,65,False,Jolteon,110,95,130,Electric,,189,147
107,105,90,1,30,False,Krabby,25,25,50,Water,,32,32
688,110,95,5,95,False,Bouffalant,40,95,55,Normal,,350,350
559,93,55,5,90,False,Pignite,70,55,55,Fire,Fighting,540,540
28,90,65,1,65,False,Fearow,61,61,100,Normal,Flying,44,44
277,60,40,3,45,False,Torchic,70,50,45,Fire,,168,168
285,55,35,3,35,False,Poochyena,30,30,35,Dark,,328,328
650,75,45,5,50,False,Karrablast,40,45,60,Bug,,652,650
638,55,95,5,70,False,Gothitelle,95,110,65,Psychic,,393,393
365,40,60,3,45,False,Swablu,40,75,50,Normal,Flying,233,233
215,75,80,2,95,False,Slowking,100,110,30,Water,Psychic,290,215
576,98,63,5,75,False,Simipour,98,63,101,Water,,231,576
335,40,55,3,30,False,Meditite,40,55,60,Fighting,Psychic,333,335
79,40,35,1,40,False,Tentacool,50,100,70,Water,Poison,392,79
181,35,50,2,55,False,Ledian,55,110,85,Bug,Flying,41,181
136,95,57,1,65,False,Magmar,100,85,93,Fire,,546,136
208,75,55,2,75,False,Sunflora,105,85,30,Grass,,685,685
634,50,40,5,55,False,Minccino,40,40,75,Normal,,480,480
481,82,64,4,71,False,Purugly,64,59,112,Normal,,690,481
262,10,10,2,255,False,Blissey,75,135,55,Normal,,47,47
87,75,110,1,95,False,Slowbro,100,80,30,Water,Psychic,59,59
637,45,70,5,60,False,Gothorita,75,85,55,Psychic,,695,695
712,170,100,5,125,True,"Kyurem Black Kyurem",120,90,95,Dragon,Ice,74,712
696,85,70,5,72,False,Zweilous,65,70,58,Dark,Dragon,274,274
485,24,86,4,57,False,Bronzor,24,86,23,Steel,Psychic,101,101
484,93,67,4,103,False,Skuntank,71,61,84,Poison,Dark,661,661
721,107,122,6,88,False,Chesnaught,74,75,64,Grass,Fighting,631,631
354,100,70,3,70,False,Camerupt,105,75,40,Fire,Ground,257,257
485,24,86,4,57,False,Bronzor,24,86,23,Steel,Psychic,605,605
27,60,30,1,40,False,Spearow,31,31,70,Normal,Flying,798,798
604,45,59,5,30,False,Venipede,30,39,57,Bug,Poison,131,131
336,60,75,3,60,False,Medicham,60,75,80,Fighting,Psychic,532,532
298,70,40,3,70,False,Nuzleaf,60,40,60,Grass,Dark,179,179
297,40,50,3,40,False,Seedot,30,30,30,Grass,,394,394
260,75,37,2,45,False,Magby,70,55,83,Fire,,358,260
429,150,50,3,50,True,"Deoxys Normal Forme",150,50,150,Psychic,,475,429
546,120,100,4,150,True,"Giratina Origin Forme",120,100,90,Ghost,Dragon,416,546
174,80,80,2,65,False,Croconaw,59,63,58,Water,,224,174
65,110,80,1,90,False,Arcanine,100,80,95,Fire,,173,65
793,131,95,6,126,True,Xerneas,131,98,99,Fairy,,247,793
530,100,135,4,45,False,Dusknoir,65,135,45,Ghost,,437,437
154,105,65,1,80,False,Aerodactyl,60,75,130,Rock,Flying,650,154
627,108,133,5,74,False,Carracosta,83,65,32,Water,Rock,150,150
47,45,35,1,40,False,Zubat,30,40,55,Poison,Flying,334,334
146,65,60,1,130,False,Vaporeon,110,95,65,Water,,660,660
348,90,20,3,45,False,Carvanha,65,20,65,Water,Dark,105,348
712,170,100,5,125,True,"Kyurem Black Kyurem",120,90,95,Dragon,Ice,575,712
602,63,90,5,55,False,Swadloon,50,80,42,Bug,Grass,728,728
523,60,110,4,65,False,Glaceon,130,95,65,Ice,,461,523
347,73,83,3,100,False,Swalot,73,83,55,Poison,,526,526
579,55,50,5,50,False,Pidove,36,30,43,Normal,Flying,373,579
2,62,63,1,60,False,Ivysaur,80,80,60,Grass,Poison,214,214
10,48,65,1,44,False,Squirtle,50,64,43,Water,,596,596
531,80,70,4,70,False,Froslass,80,70,110,Ice,Ghost,762,531
430,180,20,3,50,True,"DeoxysAttack Forme",180,20,150,Psychic,,516,430
305,35,35,3,38,False,Kirlia,65,55,50,Psychic,Fairy,400,305
158,90,85,1,90,True,Zapdos,125,90,100,Electric,Flying,258,158
528,165,95,4,68,False,"Mega Gallade",65,115,110,Psychic,Fighting,38,528
54,55,50,1,60,False,Venonat,40,55,45,Bug,Poison,600,600
424,150,140,3,100,True,Groudon,100,90,90,Ground,,728,424
232,125,75,2,80,False,Heracross,40,95,85,Bug,Fighting,333,232
162,134,95,1,91,False,Dragonite,100,100,80,Dragon,Flying,114,162
59,70,60,1,65,False,Persian,65,65,115,Normal,,118,59
632,65,40,5,40,False,Zorua,80,40,65,Dark,,742,742
488,25,45,4,20,False,"Mime Jr.",70,90,60,Psychic,Fairy,708,708
180,20,30,2,40,False,Ledyba,40,80,55,Bug,Flying,690,690
129,92,65,1,80,False,Seaking,65,80,68,Water,,423,423
162,134,95,1,91,False,Dragonite,100,100,80,Dragon,Flying,439,162
592,60,126,5,103,False,"Mega Audino",80,126,50,Normal,Fairy,267,267
727,95,67,6,72,False,Greninja,103,71,122,Water,Dark,219,727
707,120,100,5,100,True,Reshiram,150,120,90,Dragon,Fire,764,707
537,65,107,4,50,False,"Mow Rotom",105,107,86,Electric,Grass,525,537
798,110,60,6,80,True,"Hoopa Confined",150,130,70,Psychic,Ghost,672,672
6,64,58,1,58,False,Charmeleon,80,65,80,Fire,,47,6
421,130,100,3,80,True,"Mega Latios",160,120,110,Dragon,Psychic,225,421
703,115,70,5,79,True,"Tornadus Incarnate Forme",125,80,111,Flying,,732,732
743,82,62,6,67,False,Pancham,46,48,43,Fighting,,248,248
773,58,57,6,67,False,Dedenne,81,67,101,Electric,Fairy,454,773
286,90,70,3,70,False,Mightyena,60,60,70,Dark,,680,286
541,120,120,4,100,True,Dialga,150,100,90,Steel,Dragon,302,541
210,45,45,2,55,False,Wooper,25,25,15,Water,Ground,686,686
503,90,110,4,70,False,Drapion,60,75,95,Poison,Dark,62,503
423,150,90,3,100,True,"Primal Kyogre",180,160,90,Water,,734,423
280,160,80,3,80,False,"Mega Blaziken",130,80,100,Fire,Fighting,524,280
116,105,79,1,50,False,Hitmonchan,35,110,76,Fighting,,681,116
365,40,60,3,45,False,Swablu,40,75,50,Normal,Flying,680,680
330,105,125,3,50,False,"Mega Mawile",55,95,50,Steel,Fairy,664,664
462,94,50,4,70,False,Mothim,94,50,66,Bug,Flying,463,463
242,65,35,2,35,False,Remoraid,65,35,65,Water,,325,242
131,75,85,1,60,False,Starmie,100,85,115,Water,Psychic,340,340
713,120,90,5,125,True,"Kyurem White Kyurem",170,100,95,Dragon,Ice,794,794
234,95,55,2,55,False,Sneasel,35,75,115,Dark,Ice,667,234
270,90,130,2,106,True,Lugia,90,154,110,Psychic,Flying,772,772
200,50,80,2,100,False,Azumarill,60,80,50,Water,Fairy,393,393
181,35,50,2,55,False,Ledian,55,110,85,Bug,Flying,351,181
546,120,100,4,150,True,"Giratina Origin Forme",120,100,90,Ghost,Dragon,350,350
665,85,70,5,65,False,Eelektrik,75,70,40,Electric,,39,39
475,66,44,4,55,False,Buneary,44,56,85,Normal,,402,475
383,60,79,3,95,False,Milotic,100,125,81,Water,,722,383
401,80,90,3,110,False,Walrein,95,90,65,Ice,Water,580,580
123,55,115,1,65,False,Tangela,100,40,60,Grass,,609,123
502,50,90,4,40,False,Skorupi,30,55,65,Poison,Bug,123,502
98,65,100,1,30,False,Shellder,45,25,40,Water,,537,537
565,85,69,5,60,False,Watchog,60,69,77,Normal,,716,716
512,132,105,4,90,False,"Mega Abomasnow",132,105,30,Grass,Ice,100,512
240,100,80,2,100,False,Piloswine,60,60,50,Ice,Ground,93,93
646,95,85,5,71,False,Vanilluxe,110,95,79,Ice,,468,646
89,35,70,1,25,False,Magnemite,95,55,45,Electric,Steel,470,89
438,104,71,4,76,False,Infernape,104,71,108,Fire,Fighting,284,438
125,125,100,1,105,False,"Mega Kangaskhan",60,100,100,Normal,,31,125
570,88,50,5,64,False,Liepard,88,50,106,Dark,,222,570
350,140,70,3,70,False,"Mega Sharpedo",110,65,105,Water,Dark,512,512
643,87,63,5,75,False,Swanna,87,63,98,Water,Flying,42,643
560,123,65,5,110,False,Emboar,100,65,65,Fire,Fighting,316,316
715,72,90,5,91,False,"Keldeo Resolute Forme",129,90,108,Water,Fighting,343,715
126,40,70,1,30,False,Horsea,70,25,60,Water,,622,126
278,85,60,3,60,False,Combusken,85,60,55,Fire,Fighting,184,184
604,45,59,5,30,False,Venipede,30,39,57,Bug,Poison,130,130
558,63,45,5,65,False,Tepig,45,45,45,Fire,,573,573
411,55,80,3,40,False,Beldum,35,60,30,Steel,Psychic,220,411
132,45,65,1,40,False,"Mr. Mime",100,120,90,Psychic,Fairy,181,132
592,60,126,5,103,False,"Mega Audino",80,126,50,Normal,Fairy,748,748
