"Number pokemon 1","Number pokemon 2","Attack pokemon 2","Defense pokemon 2","Generation pokemon 2","HP pokemon 2","Legendary pokemon 2","Name pokemon 2","Sp. Atk pokemon 2","Sp. Def pokemon 2","Speed pokemon 2","Type 1 pokemon 2","Type 2 pokemon 2","Winning pokemon"
735,255,20,35,2,55,False,Smeargle,20,45,75,Normal,,735
70,800,110,120,6,80,True,Volcanion,130,90,70,Fire,Water,70
120,67,65,65,1,65,False,Poliwhirl,50,50,90,Water,,67
738,610,60,75,5,70,False,Lilligant,110,75,90,Grass,,610
68,397,80,80,3,80,False,Glalie,80,80,80,Ice,,397
540,714,72,90,5,91,False,"Keldeo Ordinary Forme",129,90,108,Water,Fighting,540
184,197,95,105,2,90,False,"Mega Ampharos",165,110,45,Electric,Dragon,184
577,58,45,35,1,40,False,Meowth,40,40,90,Normal,,58
750,29,60,44,1,35,False,Ekans,40,54,55,Poison,,29
391,640,40,50,5,65,False,Duosion,125,60,30,Psychic,,391
211,737,68,72,6,86,False,Pyroar,109,66,106,Fire,Normal,211
462,694,109,112,5,58,False,Durant,48,48,109,Bug,Steel,694
337,147,65,60,1,65,False,Jolteon,110,95,130,Electric,,147
459,644,50,50,5,36,False,Vanillite,65,60,44,Ice,,644
615,652,55,45,5,69,False,Foongus,55,55,15,Grass,Poison,615
786,180,20,30,2,40,False,Ledyba,40,80,55,Bug,Flying,786
247,594,105,85,5,85,False,Gurdurr,40,50,40,Fighting,,594
536,720,78,95,6,61,False,Quilladin,56,58,57,Grass,,536
729,586,135,130,5,85,False,Gigalith,60,80,25,Rock,,586
715,80,70,65,1,80,False,Tentacruel,80,120,100,Water,Poison,715
516,740,65,68,6,78,False,Florges,112,154,75,Fairy,,516
440,525,130,80,4,110,False,Mamoswine,70,60,80,Ice,Ground,525
174,410,145,130,3,95,False,"Mega Salamence",120,90,120,Dragon,Flying,410
634,424,150,140,3,100,True,Groudon,100,90,90,Ground,,424
252,797,160,110,6,50,True,"Mega Diancie",160,110,110,Rock,Fairy,797
317,294,30,30,3,40,False,Lotad,40,50,30,Water,Grass,317
463,790,117,184,6,95,False,Avalugg,44,46,28,Ice,,790
770,7,84,78,1,78,False,Charizard,109,85,100,Fire,Flying,7
110,783,66,70,6,54,False,"Pumpkaboo Large Size",44,55,46,Ghost,Grass,110
454,469,60,70,4,70,False,Cherrim,87,78,85,Grass,,469
241,731,73,55,6,62,False,Fletchinder,56,52,84,Fire,Flying,241
688,190,20,65,2,35,False,Togepi,40,65,20,Fairy,,688
271,21,45,40,1,40,False,Pidgey,35,35,56,Normal,Flying,271
738,789,69,85,6,55,False,Bergmite,32,35,28,Ice,,738
476,223,75,105,2,65,False,Gligar,35,65,85,Ground,Flying,476
574,283,110,90,3,100,False,Swampert,85,90,60,Water,Ground,574
621,551,100,100,4,100,True,"Shaymin Land Forme",100,100,100,Grass,,551
723,617,30,105,5,105,False,"Darmanitan Zen Mode",140,105,55,Fire,Psychic,723
1,679,70,40,5,80,False,Accelgor,100,60,145,Bug,,679
595,131,75,85,1,60,False,Starmie,100,85,115,Water,Psychic,595
433,339,75,60,3,70,False,Manectric,105,60,105,Electric,,339
247,452,30,35,4,40,False,Budew,50,70,55,Grass,Poison,247
19,709,125,90,5,89,True,"Landorus Incarnate Forme",115,80,101,Ground,Flying,709
410,278,85,60,3,60,False,Combusken,85,60,55,Fire,Fighting,410
103,142,155,109,1,95,False,"Mega Gyarados",70,130,81,Water,Dark,103
37,337,100,85,3,60,False,"Mega Medicham",80,85,100,Fighting,Psychic,337
453,29,60,44,1,35,False,Ekans,40,54,55,Poison,,453
73,113,50,95,1,50,False,Cubone,40,50,35,Ground,,113
374,87,75,110,1,95,False,Slowbro,100,80,30,Water,Psychic,374
634,784,66,70,6,59,False,"Pumpkaboo Super Size",44,55,41,Ghost,Grass,784
681,790,117,184,6,95,False,Avalugg,44,46,28,Ice,,681
181,765,38,33,6,44,False,Helioptile,61,43,70,Electric,Normal,181
584,498,110,70,4,70,False,Lucario,115,70,90,Fighting,Steel,498
586,590,135,60,5,110,False,Excadrill,50,65,88,Ground,Steel,590
732,1,49,49,1,45,False,Bulbasaur,65,65,45,Grass,Poison,732
478,524,95,125,4,75,False,Gliscor,45,75,95,Ground,Flying,478
734,19,90,40,1,65,False,Beedrill,45,80,75,Bug,Poison,19
634,348,90,20,3,45,False,Carvanha,65,20,65,Water,Dark,634
567,755,48,66,6,62,False,Swirlix,59,57,49,Fairy,,567
354,82,95,115,1,55,False,Graveler,45,45,35,Rock,Ground,354
417,783,66,70,6,54,False,"Pumpkaboo Large Size",44,55,46,Ghost,Grass,417
420,85,100,70,1,65,False,Rapidash,80,80,105,Fire,,420
610,215,75,80,2,95,False,Slowking,100,110,30,Water,Psychic,610
350,160,64,45,1,41,False,Dratini,50,50,50,Dragon,,350
122,588,57,55,5,67,False,Swoobat,77,55,114,Psychic,Flying,588
159,77,90,50,1,65,False,Weepinbell,85,45,55,Grass,Poison,159
398,598,95,75,5,105,False,Seismitoad,85,75,74,Water,Ground,398
300,704,100,80,5,79,True,"Tornadus Therian Forme",110,90,121,Flying,,704
508,293,50,70,3,60,False,Dustox,50,90,65,Bug,Poison,508
763,685,124,80,5,89,False,Golurk,55,80,55,Ground,Ghost,685
428,203,35,40,2,35,False,Hoppip,35,55,50,Grass,Flying,428
509,199,20,50,2,70,False,Marill,20,50,40,Water,Fairy,509
106,592,60,126,5,103,False,"Mega Audino",80,126,50,Normal,Fairy,106
550,394,150,60,3,65,False,"Mega Absol",115,60,115,Dark,,550
310,48,80,70,1,75,False,Golbat,65,75,90,Poison,Flying,48
80,314,160,100,3,150,False,Slaking,95,65,100,Normal,,314
463,203,35,40,2,35,False,Hoppip,35,55,50,Grass,Flying,463
484,9,104,78,1,78,False,"Mega Charizard Y",159,115,100,Fire,Flying,9
700,49,50,55,1,45,False,Oddish,75,65,30,Grass,Poison,700
437,533,65,107,4,50,False,"Heat Rotom",105,107,86,Electric,Fire,533
73,485,24,86,4,57,False,Bronzor,24,86,23,Steel,Psychic,73
627,314,160,100,3,150,False,Slaking,95,65,100,Normal,,314
216,657,47,50,5,50,False,Joltik,57,50,65,Bug,Electric,216
126,617,30,105,5,105,False,"Darmanitan Zen Mode",140,105,55,Fire,Psychic,126
632,707,120,100,5,100,True,Reshiram,150,120,90,Dragon,Fire,707
692,331,70,100,3,50,False,Aron,40,40,30,Steel,Rock,692
11,309,60,62,3,70,False,Masquerain,80,82,60,Bug,Flying,309
483,22,60,55,1,63,False,Pidgeotto,50,50,71,Normal,Flying,483
665,170,52,43,2,39,False,Cyndaquil,60,50,65,Fire,,170
540,337,100,85,3,60,False,"Mega Medicham",80,85,100,Fighting,Psychic,540
39,299,100,60,3,90,False,Shiftry,90,60,80,Grass,Dark,299
761,762,75,90,6,65,False,Dragalge,97,123,44,Poison,Dragon,762
441,1,49,49,1,45,False,Bulbasaur,65,65,45,Grass,Poison,441
434,137,125,100,1,65,False,Pinsir,55,70,85,Bug,,137
700,433,68,64,4,55,False,Turtwig,45,55,31,Grass,,700
52,379,81,97,3,86,False,Cradily,81,107,43,Rock,Grass,379
158,171,64,58,2,58,False,Quilava,80,65,80,Fire,,158
769,374,80,65,3,43,False,Corphish,50,35,35,Water,,769
789,690,123,75,5,100,False,Braviary,57,75,80,Normal,Flying,690
393,255,20,35,2,55,False,Smeargle,20,45,75,Normal,,255
307,741,65,48,6,66,False,Skiddo,62,57,52,Grass,,307
528,492,70,45,4,58,False,Gible,40,45,42,Dragon,Ground,528
212,24,80,80,1,83,False,"Mega Pidgeot",135,80,121,Normal,Flying,24
99,173,65,64,2,50,False,Totodile,44,48,43,Water,,99
58,253,80,90,2,85,False,Porygon2,105,95,60,Normal,,58
226,289,45,35,3,45,False,Wurmple,20,30,20,Bug,,226
365,609,35,50,5,45,False,Petilil,70,50,30,Grass,,365
409,532,50,77,4,50,False,Rotom,95,77,91,Electric,Ghost,409
647,294,30,30,3,40,False,Lotad,40,50,30,Water,Grass,647
15,756,80,86,6,82,False,Slurpuff,85,75,72,Fairy,,756
196,774,50,150,6,50,False,Carbink,50,150,50,Rock,Fairy,196
265,68,95,95,1,90,False,Poliwrath,70,90,70,Water,Fighting,265
564,749,80,100,6,45,False,Honedge,35,37,28,Steel,Ghost,749
750,248,90,50,2,75,False,Houndoom,110,80,95,Dark,Fire,248
142,107,105,90,1,30,False,Krabby,25,25,50,Water,,142
427,404,84,105,3,55,False,Gorebyss,114,75,52,Water,,427
454,302,30,30,3,40,False,Wingull,55,30,85,Water,Flying,302
323,574,98,63,5,75,False,Simisear,98,63,101,Fire,,574
262,67,65,65,1,65,False,Poliwhirl,50,50,90,Water,,67
710,434,89,85,4,75,False,Grotle,55,65,36,Grass,,710
291,666,115,80,5,85,False,Eelektross,105,80,50,Electric,,291
233,445,45,40,4,59,False,Bidoof,35,40,31,Normal,,233
126,494,130,95,4,108,False,Garchomp,80,85,102,Dragon,Ground,494
252,108,130,115,1,55,False,Kingler,50,50,75,Water,,108
69,212,65,60,2,65,False,Espeon,130,95,110,Psychic,,212
120,342,40,50,3,60,False,Minun,75,85,95,Electric,,120
224,173,65,64,2,50,False,Totodile,44,48,43,Water,,173
695,94,45,55,1,65,False,Seel,45,70,45,Water,,94
672,355,120,100,3,70,False,"Mega Camerupt",145,105,20,Fire,Ground,672
409,254,95,62,2,73,False,Stantler,85,65,85,Normal,,409
195,607,27,60,5,40,False,Cottonee,37,50,66,Grass,Fairy,607
528,327,75,75,3,50,False,Sableye,65,65,50,Dark,Ghost,327
127,81,80,100,1,40,False,Geodude,30,30,20,Rock,Ground,127
698,336,60,75,3,60,False,Medicham,60,75,80,Fighting,Psychic,336
422,705,115,70,5,79,True,"Thundurus Incarnate Forme",125,80,111,Electric,Flying,705
432,397,80,80,3,80,False,Glalie,80,80,80,Ice,,432
409,376,40,55,3,40,False,Baltoy,40,70,55,Ground,Psychic,409
582,424,150,140,3,100,True,Groudon,100,90,90,Ground,,424
521,268,134,110,2,100,False,Tyranitar,95,100,61,Rock,Dark,521
304,708,150,120,5,100,True,Zekrom,120,100,90,Dragon,Electric,708
385,492,70,45,4,58,False,Gible,40,45,42,Dragon,Ground,492
560,70,35,30,1,40,False,Kadabra,120,70,105,Psychic,,560
545,149,60,70,1,65,False,Porygon,85,75,40,Normal,,149
68,362,100,80,3,80,False,Flygon,80,80,100,Ground,Dragon,362
672,732,81,71,6,78,False,Talonflame,74,69,126,Fire,Flying,732
632,14,30,35,1,45,False,Caterpie,20,20,45,Bug,,632
641,341,50,40,3,60,False,Plusle,85,75,95,Electric,,341
365,428,100,100,3,100,True,Jirachi,100,100,100,Steel,Psychic,428
594,425,180,160,3,100,True,"Primal Groudon",150,90,90,Ground,Fire,425
764,529,55,145,4,60,False,Probopass,75,150,40,Rock,Steel,764
397,161,84,65,1,61,False,Dragonair,70,70,70,Dragon,,397
111,670,40,60,5,60,False,Lampent,95,60,55,Ghost,Fire,670
219,738,38,39,6,44,False,Flabébé,61,79,42,Fairy,,219
408,647,60,50,5,60,False,Deerling,40,50,75,Normal,Grass,647
516,107,105,90,1,30,False,Krabby,25,25,50,Water,,107
622,736,50,58,6,62,False,Litleo,73,54,72,Fire,Normal,736
212,128,67,60,1,45,False,Goldeen,35,50,63,Water,,212
685,648,100,70,5,80,False,Sawsbuck,60,70,95,Normal,Grass,648
406,420,90,80,3,80,True,Latios,130,110,110,Dragon,Psychic,420
501,689,83,50,5,70,False,Rufflet,37,50,60,Normal,Flying,689
533,211,85,85,2,95,False,Quagsire,65,65,35,Water,Ground,533
413,580,77,62,5,62,False,Tranquill,50,42,65,Normal,Flying,413
74,277,60,40,3,45,False,Torchic,70,50,45,Fire,,277
460,713,120,90,5,125,True,"Kyurem White Kyurem",170,100,95,Dragon,Ice,713
450,8,130,111,1,78,False,"Mega Charizard X",130,85,100,Fire,Dragon,8
376,196,75,85,2,90,False,Ampharos,115,90,55,Electric,,196
292,510,62,50,4,60,False,Snover,62,60,40,Grass,Ice,510
282,186,58,58,2,125,False,Lanturn,76,76,67,Water,Electric,282
384,699,60,65,5,85,False,Volcarona,135,105,100,Bug,Fire,699
295,741,65,48,6,66,False,Skiddo,62,57,52,Grass,,741
346,790,117,184,6,95,False,Avalugg,44,46,28,Ice,,346
269,187,40,15,2,20,False,Pichu,35,35,60,Electric,,269
45,323,20,40,3,50,False,Azurill,20,40,20,Normal,Fairy,323
89,778,80,91,6,57,False,Klefki,80,87,75,Steel,Fairy,778
151,238,50,120,2,50,False,Magcargo,80,80,30,Fire,Rock,151
774,667,55,55,5,55,False,Elgyem,85,55,30,Psychic,,774
266,301,85,60,3,60,False,Swellow,50,50,125,Normal,Flying,301
602,375,120,85,3,63,False,Crawdaunt,90,55,55,Water,Dark,375
31,490,65,45,4,76,False,Chatot,92,42,91,Normal,Flying,490
92,182,60,40,2,40,False,Spinarak,40,40,30,Bug,Poison,92
588,390,70,130,3,40,False,Dusclops,60,130,25,Ghost,,588
476,434,89,85,4,75,False,Grotle,55,65,36,Grass,,476
360,426,150,90,3,105,True,Rayquaza,150,90,95,Dragon,Flying,426
101,21,45,40,1,40,False,Pidgey,35,35,56,Normal,Flying,21
267,182,60,40,2,40,False,Spinarak,40,40,30,Bug,Poison,267
245,72,50,65,1,55,False,"Mega Alakazam",175,95,150,Psychic,,72
10,17,35,30,1,40,False,Weedle,20,20,50,Bug,Poison,17
110,425,180,160,3,100,True,"Primal Groudon",150,90,90,Ground,Fire,425
244,177,76,64,2,85,False,Furret,45,55,90,Normal,,177
209,465,45,70,4,60,False,Pachirisu,45,90,95,Electric,,465
778,760,105,115,6,72,False,Barbaracle,54,86,68,Rock,Water,778
192,721,107,122,6,88,False,Chesnaught,74,75,64,Grass,Fighting,192
340,110,50,70,1,60,False,Electrode,80,80,140,Electric,,110
555,443,75,50,4,55,False,Staravia,40,40,80,Normal,Flying,443
538,82,95,115,1,55,False,Graveler,45,45,35,Rock,Ground,538
123,434,89,85,4,75,False,Grotle,55,65,36,Grass,,123
597,627,108,133,5,74,False,Carracosta,83,65,32,Water,Rock,597
409,56,55,25,1,10,False,Diglett,35,45,95,Ground,,409
458,301,85,60,3,60,False,Swellow,50,50,125,Normal,Flying,301
65,644,50,50,5,36,False,Vanillite,65,60,44,Ice,,65
584,319,71,43,3,84,False,Loudred,71,43,48,Normal,,319
262,210,45,45,2,55,False,Wooper,25,25,15,Water,Ground,210
116,492,70,45,4,58,False,Gible,40,45,42,Dragon,Ground,116
75,480,55,42,4,49,False,Glameow,42,37,85,Normal,,480
38,302,30,30,3,40,False,Wingull,55,30,85,Water,Flying,302
750,656,75,80,5,165,False,Alomomola,40,45,65,Water,,656
453,174,80,80,2,65,False,Croconaw,59,63,58,Water,,453
375,509,20,50,4,45,False,Mantyke,60,120,50,Water,Flying,375
791,203,35,40,2,35,False,Hoppip,35,55,50,Grass,Flying,791
617,266,64,50,2,50,False,Larvitar,45,50,41,Rock,Ground,617
480,541,120,120,4,100,True,Dialga,150,100,90,Steel,Dragon,541
425,750,110,150,6,59,False,Doublade,45,49,35,Steel,Ghost,425
325,276,110,75,3,70,False,"Mega Sceptile",145,85,145,Grass,Dragon,276
385,157,85,100,1,90,True,Articuno,95,125,85,Ice,Flying,157
331,648,100,70,5,80,False,Sawsbuck,60,70,95,Normal,Grass,648
566,34,100,110,1,75,False,Sandslash,45,55,65,Ground,,34
86,502,50,90,4,40,False,Skorupi,30,55,65,Poison,Bug,502
214,435,109,105,4,95,False,Torterra,75,85,56,Grass,Ground,214
551,778,80,91,6,57,False,Klefki,80,87,75,Steel,Fairy,551
300,354,100,70,3,70,False,Camerupt,105,75,40,Fire,Ground,300
438,630,50,62,5,50,False,Trubbish,40,62,65,Poison,,438
209,397,80,80,3,80,False,Glalie,80,80,80,Ice,,209
582,666,115,80,5,85,False,Eelektross,105,80,50,Electric,,582
52,780,110,76,6,85,False,Trevenant,65,82,56,Ghost,Grass,780
492,417,75,150,3,80,True,Registeel,75,150,50,Steel,,417
519,581,115,80,5,80,False,Unfezant,65,55,93,Normal,Flying,581
11,771,65,65,6,95,False,Sylveon,110,130,60,Fairy,,771
725,340,75,80,3,70,False,"Mega Manectric",135,80,135,Electric,,340
286,313,80,80,3,80,False,Vigoroth,55,55,90,Normal,,313
79,633,105,60,5,60,False,Zoroark,120,60,105,Dark,,633
435,83,120,130,1,80,False,Golem,55,65,45,Rock,Ground,435
565,55,65,60,1,70,False,Venomoth,90,75,90,Bug,Poison,55
313,754,72,72,6,101,False,Aromatisse,99,89,29,Fairy,,313
247,685,124,80,5,89,False,Golurk,55,80,55,Ground,Ghost,247
698,215,75,80,2,95,False,Slowking,100,110,30,Water,Psychic,698
76,567,80,65,5,65,False,Herdier,35,65,60,Normal,,567
451,21,45,40,1,40,False,Pidgey,35,35,56,Normal,Flying,451
132,473,50,34,4,90,False,Drifloon,60,44,70,Ghost,Flying,132
500,215,75,80,2,95,False,Slowking,100,110,30,Water,Psychic,500
4,13,103,120,1,79,False,"Mega Blastoise",135,115,78,Water,,4
111,188,25,28,2,50,False,Cleffa,45,55,15,Fairy,,111
39,519,95,67,4,75,False,Magmortar,125,95,83,Fire,,519
129,303,50,100,3,60,False,Pelipper,85,70,65,Water,Flying,129
306,39,72,57,1,61,False,Nidorino,55,55,65,Poison,,306
752,595,140,95,5,105,False,Conkeldurr,55,65,45,Fighting,,595
699,458,29,45,4,40,False,Burmy,29,45,36,Bug,,699
708,456,42,118,4,30,False,Shieldon,42,88,30,Rock,Steel,708
102,304,25,25,3,28,False,Ralts,45,35,40,Psychic,Fairy,102
399,239,50,40,2,50,False,Swinub,30,30,50,Ice,Ground,239
37,13,103,120,1,79,False,"Mega Blastoise",135,115,78,Water,,13
498,282,85,70,3,70,False,Marshtomp,60,70,50,Water,Ground,498
649,489,5,5,4,100,False,Happiny,15,65,30,Normal,,649
535,189,30,15,2,90,False,Igglybuff,40,20,15,Normal,Fairy,535
147,189,30,15,2,90,False,Igglybuff,40,20,15,Normal,Fairy,147
107,32,90,55,1,60,False,Raichu,90,80,110,Electric,,32
688,350,140,70,3,70,False,"Mega Sharpedo",110,65,105,Water,Dark,350
559,540,125,70,4,75,True,Azelf,125,70,115,Psychic,,540
28,44,76,75,1,73,False,Ninetales,81,100,100,Fire,,44
277,168,62,80,2,60,False,Bayleef,63,80,60,Grass,,168
285,328,85,125,3,50,False,"Mega Sableye",85,115,20,Dark,Ghost,328
650,652,55,45,5,69,False,Foongus,55,55,15,Grass,Poison,650
638,393,130,60,3,65,False,Absol,75,60,75,Dark,,393
365,233,185,115,2,80,False,"Mega Heracross",40,105,75,Bug,Fighting,233
215,290,35,55,3,50,False,Silcoon,25,25,15,Bug,,215
576,231,10,230,2,20,False,Shuckle,10,230,5,Bug,Rock,576
335,333,110,180,3,70,False,Aggron,60,60,50,Steel,Rock,335
79,392,50,70,3,65,False,Chimecho,95,80,65,Psychic,,79
181,41,45,48,1,70,False,Clefairy,60,65,35,Fairy,,181
136,546,120,100,4,150,True,"Giratina Origin Forme",120,100,90,Ghost,Dragon,136
208,685,124,80,5,89,False,Golurk,55,80,55,Ground,Ghost,685
634,480,55,42,4,49,False,Glameow,42,37,85,Normal,,480
481,690,123,75,5,100,False,Braviary,57,75,80,Normal,Flying,481
262,47,45,35,1,40,False,Zubat,30,40,55,Poison,Flying,47
87,59,70,60,1,65,False,Persian,65,65,115,Normal,,59
637,695,65,50,5,52,False,Deino,45,50,38,Dark,Dragon,695
712,74,100,70,1,80,False,Machoke,50,60,45,Fighting,,712
696,274,65,45,3,50,False,Grovyle,85,65,95,Grass,,274
485,101,50,45,1,45,False,Haunter,115,55,95,Ghost,Poison,101
484,661,55,70,5,40,False,Klink,45,60,30,Steel,,661
721,631,95,82,5,80,False,Garbodor,60,82,75,Poison,,631
354,257,95,95,2,50,False,Hitmontop,35,110,70,Fighting,,257
485,605,55,99,5,40,False,Whirlipede,40,79,47,Bug,Poison,605
27,798,110,60,6,80,True,"Hoopa Confined",150,130,70,Psychic,Ghost,798
604,131,75,85,1,60,False,Starmie,100,85,115,Water,Psychic,131
336,532,50,77,4,50,False,Rotom,95,77,91,Electric,Ghost,532
298,179,50,50,2,100,False,Noctowl,76,96,70,Normal,Flying,179
297,394,150,60,3,65,False,"Mega Absol",115,60,115,Dark,,394
260,358,45,65,3,80,False,Grumpig,90,110,80,Psychic,,260
429,475,66,44,4,55,False,Buneary,44,56,85,Normal,,429
546,416,50,100,3,80,True,Regice,100,200,50,Ice,,546
174,224,85,200,2,75,False,Steelix,55,65,30,Steel,Ground,174
65,173,65,64,2,50,False,Totodile,44,48,43,Water,,65
793,247,60,30,2,45,False,Houndour,80,50,65,Dark,Fire,793
530,437,78,52,4,64,False,Monferno,78,52,81,Fire,Fighting,437
154,650,75,45,5,50,False,Karrablast,40,45,60,Bug,,154
627,150,40,100,1,35,False,Omanyte,90,55,35,Rock,Water,150
47,334,140,230,3,70,False,"Mega Aggron",60,80,50,Steel,,334
146,660,94,131,5,74,False,Ferrothorn,54,116,20,Grass,Steel,660
348,105,48,45,1,60,False,Drowzee,43,90,42,Psychic,,348
712,575,53,48,5,50,False,Panpour,53,48,64,Water,,712
602,728,36,38,6,38,False,Bunnelby,32,36,57,Normal,,728
523,461,69,95,4,60,False,"Wormadam Trash Cloak",69,95,36,Bug,Steel,523
347,526,80,70,4,85,False,Porygon-Z,135,75,90,Normal,,526
579,373,78,73,3,110,False,Whiscash,76,71,60,Water,Ground,579
2,214,85,42,2,60,False,Murkrow,85,42,91,Dark,Flying,214
10,596,50,40,5,50,False,Tympole,50,40,64,Water,,596
531,762,75,90,6,65,False,Dragalge,97,123,44,Poison,Dragon,531
430,516,140,130,4,115,False,Rhyperior,55,55,40,Ground,Rock,430
305,400,60,70,3,90,False,Sealeo,75,70,45,Ice,Water,305
158,258,30,15,2,45,False,Smoochum,85,65,65,Ice,Psychic,158
528,38,57,40,1,46,False,Nidoran♂,40,40,50,Poison,,528
54,600,125,75,5,75,False,Sawk,30,75,85,Fighting,,600
424,728,36,38,6,38,False,Bunnelby,32,36,57,Normal,,424
232,333,110,180,3,70,False,Aggron,60,60,50,Steel,Rock,232
162,114,80,110,1,60,False,Marowak,50,80,45,Ground,,162
59,118,65,95,1,40,False,Koffing,60,45,35,Poison,,59
632,742,100,62,6,123,False,Gogoat,97,81,68,Grass,,742
488,708,150,120,5,100,True,Zekrom,120,100,90,Dragon,Electric,708
180,690,123,75,5,100,False,Braviary,57,75,80,Normal,Flying,690
129,423,150,90,3,100,True,"Primal Kyogre",180,160,90,Water,,423
162,439,51,53,4,53,False,Piplup,61,56,40,Water,,162
592,267,84,70,2,70,False,Pupitar,65,70,51,Rock,Ground,267
727,219,80,65,2,70,False,Girafarig,90,65,85,Normal,Psychic,727
707,764,73,88,6,71,False,Clawitzer,120,89,59,Water,,707
537,525,130,80,4,110,False,Mamoswine,70,60,80,Ice,Ground,537
798,672,87,60,5,46,False,Axew,30,40,57,Dragon,,672
6,47,45,35,1,40,False,Zubat,30,40,55,Poison,Flying,6
421,225,125,230,2,75,False,"Mega Steelix",55,95,30,Steel,Ground,421
703,732,81,71,6,78,False,Talonflame,74,69,126,Fire,Flying,732
743,248,90,50,2,75,False,Houndoom,110,80,95,Dark,Fire,248
773,454,125,40,4,67,False,Cranidos,30,30,58,Rock,,773
286,680,66,84,5,109,False,Stunfisk,81,99,32,Ground,Electric,286
541,302,30,30,3,40,False,Wingull,55,30,85,Water,Flying,541
210,686,85,70,5,45,False,Pawniard,40,40,60,Dark,Steel,686
503,62,80,35,1,40,False,Mankey,35,45,70,Fighting,,503
423,734,22,60,6,45,False,Spewpa,27,30,29,Bug,,423
280,524,95,125,4,75,False,Gliscor,45,75,95,Ground,Flying,280
116,681,85,50,5,45,False,Mienfoo,55,50,65,Fighting,,116
365,680,66,84,5,109,False,Stunfisk,81,99,32,Ground,Electric,680
330,664,55,40,5,35,False,Tynamo,45,40,60,Electric,,664
462,463,30,42,4,30,False,Combee,30,42,70,Bug,Flying,463
242,325,45,45,3,50,False,Skitty,35,35,50,Normal,,242
131,340,75,80,3,70,False,"Mega Manectric",135,80,135,Electric,,340
713,794,131,95,6,126,True,Yveltal,131,98,99,Dark,Flying,794
234,667,55,55,5,55,False,Elgyem,85,55,30,Psychic,,234
270,772,92,75,6,78,False,Hawlucha,74,63,118,Fighting,Flying,772
200,393,130,60,3,65,False,Absol,75,60,75,Dark,,393
181,351,70,35,3,130,False,Wailmer,70,35,60,Water,,181
546,350,140,70,3,70,False,"Mega Sharpedo",110,65,105,Water,Dark,350
665,39,72,57,1,61,False,Nidorino,55,55,65,Poison,,39
475,402,64,85,3,35,False,Clamperl,74,55,32,Water,,475
383,722,45,40,6,40,False,Fennekin,62,60,60,Fire,,383
401,580,77,62,5,62,False,Tranquill,50,42,65,Normal,Flying,580
123,609,35,50,5,45,False,Petilil,70,50,30,Grass,,123
502,123,55,115,1,65,False,Tangela,100,40,60,Grass,,502
98,537,65,107,4,50,False,"Mow Rotom",105,107,86,Electric,Grass,537
565,716,77,77,5,100,False,"Meloetta Aria Forme",128,128,90,Normal,Psychic,716
512,100,35,30,1,30,False,Gastly,100,35,80,Ghost,Poison,512
240,93,110,70,1,60,False,Dodrio,60,60,100,Normal,Flying,93
646,468,35,45,4,45,False,Cherubi,62,53,35,Grass,,646
89,470,48,48,4,76,False,Shellos,57,62,34,Water,,89
438,284,150,110,3,100,False,"Mega Swampert",95,110,70,Water,Ground,438
125,31,55,40,1,35,False,Pikachu,50,50,90,Electric,,125
570,222,70,70,2,100,False,Dunsparce,65,65,45,Normal,,570
350,512,132,105,4,90,False,"Mega Abomasnow",132,105,30,Grass,Ice,512
643,42,70,73,1,95,False,Clefable,95,90,60,Fairy,,643
560,316,90,45,3,61,False,Ninjask,50,50,160,Bug,Flying,316
715,343,73,55,3,65,False,Volbeat,47,75,85,Bug,,715
126,622,90,115,5,65,False,Scrafty,45,115,58,Dark,Fighting,126
278,184,90,80,2,85,False,Crobat,70,80,130,Poison,Flying,184
604,130,45,55,1,30,False,Staryu,70,55,85,Water,,130
558,573,53,48,5,50,False,Pansear,53,48,64,Fire,,573
411,220,65,90,2,50,False,Pineco,35,35,15,Bug,,411
132,181,35,50,2,55,False,Ledian,55,110,85,Bug,Flying,132
592,748,48,76,6,74,False,"Meowstic Female",83,81,104,Psychic,,748
